answer,rt,expName,participant,contrast,language,item,experimentType,word,contrast_location,moras,prof
1,6.447,abx,l2_15,v,l2,80,online,tousho,1,3,NO
1,6.022,abx,l2_15,v,l2,81,online,tosho,1,2,NO
1,6.433,abx,l2_15,a,l2,82,online,KAmi,1,2,NO
1,6.199,abx,l2_15,v,l2,83,online,seto,1,2,NO
1,6.63,abx,l2_15,s,l2,84,online,karasu,1,3,NO
1,5.928,abx,l2_15,v,l2,85,online,katou,2,3,NO
1,6.666,abx,l2_15,a,l2,86,online,HAshi,2,2,NO
1,6.701,abx,l2_15,v,l2,87,online,rika,2,2,NO
1,6.547,abx,l2_15,v,l2,88,online,rubii,2,3,NO
1,6.085,abx,l2_15,a,l2,89,online,Ishi,1,2,NO
1,8.301,abx,l2_15,v,l2,90,online,kado,1,2,NO
1,7.193,abx,l2_15,s,l2,91,online,kangoku,1,4,NO
1,6.37,abx,l2_15,s,l2,92,online,kakkou,1,4,NO
0,9.553,abx,l2_15,v,l2,93,online,rikaa,2,3,NO
1,6.573,abx,l2_15,s,l2,94,online,kankoku,1,4,NO
1,6.418,abx,l2_15,v,l2,95,online,sayuu,2,3,NO
1,6.313,abx,l2_15,a,l2,96,online,iSHI,2,2,NO
1,6.301,abx,l2_15,v,l2,97,online,isei,2,3,NO
1,6.525,abx,l2_15,a,l2,98,online,Ishi,1,2,NO
1,6.841,abx,l2_15,a,l2,99,online,SAke,1,2,NO
1,6.912,abx,l2_15,a,l2,100,online,Ame,2,2,NO
1,6.175,abx,l2_15,s,l2,101,online,kantan,1,4,NO
1,6.272,abx,l2_15,a,l2,102,online,KAeru,1,3,NO
1,6.679,abx,l2_15,v,l2,103,online,tousho,1,3,NO
1,6.718,abx,l2_15,s,l2,104,online,kaikoku,1,4,NO
1,6.839,abx,l2_15,a,l2,105,online,Ichi,1,2,NO
1,5.945,abx,l2_15,v,l2,106,online,isei,2,3,NO
1,6.333,abx,l2_15,a,l2,107,online,Oku,1,2,NO
1,6.367,abx,l2_15,v,l2,108,online,sayu,2,2,NO
1,5.921,abx,l2_15,v,l2,109,online,biru,1,2,NO
0,7.835,abx,l2_15,v,l2,110,online,tosho,1,3,NO
1,6.778,abx,l2_15,s,l2,111,online,gakkou,1,4,NO
1,7.41,abx,l2_15,s,l2,112,online,karasu,1,3,NO
1,6.568,abx,l2_15,a,l2,113,online,niHON,2,3,NO
1,6.274,abx,l2_15,v,l2,114,online,kaado,1,3,NO
1,6.36,abx,l2_15,s,l2,115,online,kaado,1,3,NO
1,6.248,abx,l2_15,s,l2,116,online,kinkou,1,4,NO
1,6.267,abx,l2_15,s,l2,117,online,kangoku,1,4,NO
1,6.121,abx,l2_15,a,l2,118,online,haSHI,2,2,NO
1,6.731,abx,l2_15,v,l2,119,online,katou,2,3,NO
1,6.71,abx,l2_15,v,l2,120,online,kado,1,2,NO
1,7.022,abx,l2_16,s,l2,1,online,gaki,1,2,N2
1,5.537,abx,l2_16,a,l2,2,online,oKU,2,2,N2
1,6.26,abx,l2_16,v,l2,3,online,rubi,2,2,N2
1,6.17,abx,l2_16,s,l2,4,online,kenkou,1,3,N2
1,6.063,abx,l2_16,v,l2,5,online,kato,1,2,N2
1,6.285,abx,l2_16,a,l2,6,online,kaERU,2,3,N2
1,6.398,abx,l2_16,v,l2,7,online,rubi,2,2,N2
1,6.296,abx,l2_16,s,l2,8,online,kakkou,1,4,N2
1,7.041,abx,l2_16,s,l2,9,online,gaki,1,2,N2
1,6.038,abx,l2_16,s,l2,10,online,garasu,1,3,N2
1,5.969,abx,l2_16,v,l2,11,online,seito,1,3,N2
1,7.554,abx,l2_16,v,l2,12,online,biru,1,2,N2
1,8.249,abx,l2_16,a,l2,13,online,iSHI,2,2,N2
1,5.759,abx,l2_16,v,l2,14,online,sayu,2,2,N2
1,6.154,abx,l2_16,a,l2,15,online,HAshi,1,2,N2
1,6.901,abx,l2_16,a,l2,16,online,kaMI,2,2,N2
1,6.437,abx,l2_16,a,l2,17,online,iCHI,2,2,N2
1,6.361,abx,l2_16,v,l2,18,online,rikaa,2,3,N2
1,6.387,abx,l2_16,a,l2,19,online,KAmi,2,2,N2
1,6.951,abx,l2_16,v,l2,20,online,kaado,1,3,N2
1,5.801,abx,l2_16,a,l2,21,online,aME,2,2,N2
1,6.396,abx,l2_16,s,l2,22,online,gantan,1,4,N2
1,6.453,abx,l2_16,a,l2,23,online,saKE,2,2,N2
0,9.995,abx,l2_16,a,l2,24,online,haSHI,2,2,N2
1,6.043,abx,l2_16,s,l2,25,online,ginkou,1,4,N2
1,7.861,abx,l2_16,a,l2,26,online,iCHI,2,2,N2
1,7.629,abx,l2_16,a,l2,27,online,aME,2,2,N2
1,5.551,abx,l2_16,a,l2,28,online,saKE,2,2,N2
1,9.113,abx,l2_16,s,l2,29,online,kamu,1,2,N2
1,6.358,abx,l2_16,s,l2,30,online,kaado,1,3,N2
1,6.233,abx,l2_16,s,l2,31,online,gaado,1,3,N2
1,5.861,abx,l2_16,v,l2,32,online,yuuri,1,3,N2
1,6.029,abx,l2_16,v,l2,33,online,yuri,1,2,N2
1,6.327,abx,l2_16,a,l2,34,online,kuRASU,2,3,N2
1,5.962,abx,l2_16,s,l2,35,online,kenkou,1,3,N2
1,6.146,abx,l2_16,v,l2,36,online,biiru,1,3,N2
1,6.64,abx,l2_16,a,l2,37,online,kaERU,2,3,N2
1,8.146,abx,l2_16,s,l2,38,online,kaikoku,1,4,N2
1,5.72,abx,l2_16,v,l2,39,online,rika,2,2,N2
1,5.848,abx,l2_16,s,l2,40,online,genkou,1,4,N2
1,5.845,abx,l2_16,s,l2,41,online,kaki,1,2,N2
1,6.77,abx,l2_16,s,l2,42,online,gaado,1,3,N2
1,7.225,abx,l2_16,a,l2,43,online,Oku,1,2,N2
1,6.13,abx,l2_16,s,l2,44,online,garasu,1,3,N2
1,6.592,abx,l2_16,s,l2,45,online,gaikoku,1,4,N2
1,5.998,abx,l2_16,s,l2,46,online,gaikoku,1,4,N2
1,7.621,abx,l2_16,s,l2,47,online,ginkou,1,4,N2
1,6.169,abx,l2_16,v,l2,48,online,biiru,1,3,N2
1,6.492,abx,l2_16,v,l2,49,online,seito,1,3,N2
1,6.52,abx,l2_16,a,l2,50,online,KUrasu,1,3,N2
1,7.201,abx,l2_16,s,l2,51,online,gamu,1,2,N2
1,5.674,abx,l2_16,v,l2,52,online,yuuri,1,3,N2
1,6.316,abx,l2_16,a,l2,53,online,Ame,1,2,N2
1,6.54,abx,l2_16,v,l2,54,online,yuri,1,2,N2
1,6.578,abx,l2_16,s,l2,55,online,kinkou,1,4,N2
1,6.012,abx,l2_16,a,l2,56,online,niHON,2,3,N2
1,6.144,abx,l2_16,a,l2,57,online,SAke,1,2,N2
1,5.909,abx,l2_16,s,l2,58,online,gantan,1,4,N2
1,6.512,abx,l2_16,a,l2,59,online,oKU,2,2,N2
1,6.069,abx,l2_16,a,l2,60,online,NIhon,1,3,N2
1,6.273,abx,l2_16,v,l2,61,online,sayuu,1,3,N2
1,6.236,abx,l2_16,a,l2,62,online,Ichi,1,2,N2
1,5.5,abx,l2_16,v,l2,63,online,ise,2,2,N2
1,11.082,abx,l2_16,s,l2,64,online,gakkou,1,4,N2
1,6.752,abx,l2_16,s,l2,65,online,gamu,1,2,N2
1,6.075,abx,l2_16,v,l2,66,online,seto,1,2,N2
1,9.981,abx,l2_16,v,l2,67,online,rubii,2,3,N2
1,6.38,abx,l2_16,a,l2,68,online,KAeru,1,3,N2
1,6.938,abx,l2_16,s,l2,69,online,kantan,1,4,N2
1,6.876,abx,l2_16,v,l2,70,online,kato,2,2,N2
1,6.537,abx,l2_16,s,l2,71,online,kamu,1,2,N2
1,5.979,abx,l2_16,a,l2,72,online,kuRASU,2,3,N2
1,5.97,abx,l2_16,s,l2,73,online,genkou,1,4,N2
1,5.74,abx,l2_16,a,l2,74,online,KUrasu,1,3,N2
1,6.241,abx,l2_16,v,l2,75,online,ise,2,2,N2
1,6.1,abx,l2_16,a,l2,76,online,NIhon,1,3,N2
1,6.416,abx,l2_16,s,l2,77,online,kankoku,1,4,N2
1,6.031,abx,l2_16,a,l2,78,online,kaMI,2,2,N2
1,5.864,abx,l2_16,s,l2,79,online,kaki,1,2,N2
1,7.2,abx,l2_16,v,l2,80,online,tousho,1,3,N2
1,7.794,abx,l2_16,v,l2,81,online,tosho,1,2,N2
1,6.584,abx,l2_16,a,l2,82,online,KAmi,1,2,N2
1,8.358,abx,l2_16,v,l2,83,online,seto,1,2,N2
1,6.7,abx,l2_16,s,l2,84,online,karasu,1,3,N2
1,5.387,abx,l2_16,v,l2,85,online,katou,2,3,N2
1,8.035,abx,l2_16,a,l2,86,online,HAshi,2,2,N2
1,6.863,abx,l2_16,v,l2,87,online,rika,2,2,N2
1,9.135,abx,l2_16,v,l2,88,online,rubii,2,3,N2
1,5.846,abx,l2_16,a,l2,89,online,Ishi,1,2,N2
1,6.018,abx,l2_16,v,l2,90,online,kado,1,2,N2
1,6.598,abx,l2_16,s,l2,91,online,kangoku,1,4,N2
1,6.145,abx,l2_16,s,l2,92,online,kakkou,1,4,N2
1,6.199,abx,l2_16,v,l2,93,online,rikaa,2,3,N2
1,5.781,abx,l2_16,s,l2,94,online,kankoku,1,4,N2
1,6.21,abx,l2_16,v,l2,95,online,sayuu,2,3,N2
1,6.138,abx,l2_16,a,l2,96,online,iSHI,2,2,N2
1,6.109,abx,l2_16,v,l2,97,online,isei,2,3,N2
1,6.3,abx,l2_16,a,l2,98,online,Ishi,1,2,N2
1,6.376,abx,l2_16,a,l2,99,online,SAke,1,2,N2
1,6.025,abx,l2_16,a,l2,100,online,Ame,2,2,N2
1,8.69,abx,l2_16,s,l2,101,online,kantan,1,4,N2
1,6.128,abx,l2_16,a,l2,102,online,KAeru,1,3,N2
1,6.178,abx,l2_16,v,l2,103,online,tousho,1,3,N2
1,6.854,abx,l2_16,s,l2,104,online,kaikoku,1,4,N2
1,9.255,abx,l2_16,a,l2,105,online,Ichi,1,2,N2
1,11.248,abx,l2_16,v,l2,106,online,isei,2,3,N2
1,6.071,abx,l2_16,a,l2,107,online,Oku,1,2,N2
1,6.153,abx,l2_16,v,l2,108,online,sayu,2,2,N2
1,6.536,abx,l2_16,v,l2,109,online,biru,1,2,N2
1,6.297,abx,l2_16,v,l2,110,online,tosho,1,3,N2
1,6.25,abx,l2_16,s,l2,111,online,gakkou,1,4,N2
1,6.889,abx,l2_16,s,l2,112,online,karasu,1,3,N2
1,5.98,abx,l2_16,a,l2,113,online,niHON,2,3,N2
1,6.078,abx,l2_16,v,l2,114,online,kaado,1,3,N2
1,7.156,abx,l2_16,s,l2,115,online,kaado,1,3,N2
1,6.245,abx,l2_16,s,l2,116,online,kinkou,1,4,N2
1,6.374,abx,l2_16,s,l2,117,online,kangoku,1,4,N2
1,6.248,abx,l2_16,a,l2,118,online,haSHI,2,2,N2
1,6.045,abx,l2_16,v,l2,119,online,katou,2,3,N2
1,6.47,abx,l2_16,v,l2,120,online,kado,1,2,N2
1,7.646,abx,l2_17,s,l2,1,online,gaki,1,2,N3
1,5.969,abx,l2_17,a,l2,2,online,oKU,2,2,N3
1,7.216,abx,l2_17,v,l2,3,online,rubi,2,2,N3
1,7.025,abx,l2_17,s,l2,4,online,kenkou,1,3,N3
1,6.546,abx,l2_17,v,l2,5,online,kato,1,2,N3
1,9.716,abx,l2_17,a,l2,6,online,kaERU,2,3,N3
1,6.782,abx,l2_17,v,l2,7,online,rubi,2,2,N3
1,6.939,abx,l2_17,s,l2,8,online,kakkou,1,4,N3
1,6.795,abx,l2_17,s,l2,9,online,gaki,1,2,N3
1,6.683,abx,l2_17,s,l2,10,online,garasu,1,3,N3
1,6.137,abx,l2_17,v,l2,11,online,seito,1,3,N3
0,8.515,abx,l2_17,v,l2,12,online,biru,1,2,N3
1,7.332,abx,l2_17,a,l2,13,online,iSHI,2,2,N3
1,6.533,abx,l2_17,v,l2,14,online,sayu,2,2,N3
1,7.216,abx,l2_17,a,l2,15,online,HAshi,1,2,N3
1,6.796,abx,l2_17,a,l2,16,online,kaMI,2,2,N3
1,6.652,abx,l2_17,a,l2,17,online,iCHI,2,2,N3
1,7.13,abx,l2_17,v,l2,18,online,rikaa,2,3,N3
1,6.601,abx,l2_17,a,l2,19,online,KAmi,2,2,N3
0,16.39,abx,l2_17,v,l2,20,online,kaado,1,3,N3
1,6.201,abx,l2_17,a,l2,21,online,aME,2,2,N3
1,6.582,abx,l2_17,s,l2,22,online,gantan,1,4,N3
1,7.2,abx,l2_17,a,l2,23,online,saKE,2,2,N3
1,9.086,abx,l2_17,a,l2,24,online,haSHI,2,2,N3
1,6.793,abx,l2_17,s,l2,25,online,ginkou,1,4,N3
1,8.953,abx,l2_17,a,l2,26,online,iCHI,2,2,N3
1,6.051,abx,l2_17,a,l2,27,online,aME,2,2,N3
1,6.253,abx,l2_17,a,l2,28,online,saKE,2,2,N3
1,8.067,abx,l2_17,s,l2,29,online,kamu,1,2,N3
1,6.923,abx,l2_17,s,l2,30,online,kaado,1,3,N3
1,6.932,abx,l2_17,s,l2,31,online,gaado,1,3,N3
1,7.077,abx,l2_17,v,l2,32,online,yuuri,1,3,N3
1,5.95,abx,l2_17,v,l2,33,online,yuri,1,2,N3
1,7.009,abx,l2_17,a,l2,34,online,kuRASU,2,3,N3
1,6.98,abx,l2_17,s,l2,35,online,kenkou,1,3,N3
1,7.111,abx,l2_17,v,l2,36,online,biiru,1,3,N3
1,7.208,abx,l2_17,a,l2,37,online,kaERU,2,3,N3
1,6.989,abx,l2_17,s,l2,38,online,kaikoku,1,4,N3
1,6.406,abx,l2_17,v,l2,39,online,rika,2,2,N3
1,6.946,abx,l2_17,s,l2,40,online,genkou,1,4,N3
1,8.491,abx,l2_17,s,l2,41,online,kaki,1,2,N3
1,7.113,abx,l2_17,s,l2,42,online,gaado,1,3,N3
1,6.501,abx,l2_17,a,l2,43,online,Oku,1,2,N3
1,8.223,abx,l2_17,s,l2,44,online,garasu,1,3,N3
1,8.466,abx,l2_17,s,l2,45,online,gaikoku,1,4,N3
1,6.296,abx,l2_17,s,l2,46,online,gaikoku,1,4,N3
1,6.733,abx,l2_17,s,l2,47,online,ginkou,1,4,N3
1,6.219,abx,l2_17,v,l2,48,online,biiru,1,3,N3
1,7.175,abx,l2_17,v,l2,49,online,seito,1,3,N3
1,8.277,abx,l2_17,a,l2,50,online,KUrasu,1,3,N3
1,7.009,abx,l2_17,s,l2,51,online,gamu,1,2,N3
1,7.384,abx,l2_17,v,l2,52,online,yuuri,1,3,N3
1,14.692,abx,l2_17,a,l2,53,online,Ame,1,2,N3
1,6.726,abx,l2_17,v,l2,54,online,yuri,1,2,N3
1,6.749,abx,l2_17,s,l2,55,online,kinkou,1,4,N3
1,6.786,abx,l2_17,a,l2,56,online,niHON,2,3,N3
0,6.925,abx,l2_17,a,l2,57,online,SAke,1,2,N3
0,6.929,abx,l2_17,s,l2,58,online,gantan,1,4,N3
1,7.141,abx,l2_17,a,l2,59,online,oKU,2,2,N3
1,6.489,abx,l2_17,a,l2,60,online,NIhon,1,3,N3
1,6.616,abx,l2_17,v,l2,61,online,sayuu,1,3,N3
1,7.377,abx,l2_17,a,l2,62,online,Ichi,1,2,N3
1,119.329,abx,l2_17,v,l2,63,online,ise,2,2,N3
1,7.33,abx,l2_17,s,l2,64,online,gakkou,1,4,N3
1,6.859,abx,l2_17,s,l2,65,online,gamu,1,2,N3
1,7.09,abx,l2_17,v,l2,66,online,seto,1,2,N3
1,8.239,abx,l2_17,v,l2,67,online,rubii,2,3,N3
1,6.982,abx,l2_17,a,l2,68,online,KAeru,1,3,N3
1,7.347,abx,l2_17,s,l2,69,online,kantan,1,4,N3
1,7.276,abx,l2_17,v,l2,70,online,kato,2,2,N3
1,6.488,abx,l2_17,s,l2,71,online,kamu,1,2,N3
1,6.858,abx,l2_17,a,l2,72,online,kuRASU,2,3,N3
1,7.215,abx,l2_17,s,l2,73,online,genkou,1,4,N3
1,6.5,abx,l2_17,a,l2,74,online,KUrasu,1,3,N3
1,6.836,abx,l2_17,v,l2,75,online,ise,2,2,N3
1,7.124,abx,l2_17,a,l2,76,online,NIhon,1,3,N3
1,6.753,abx,l2_17,s,l2,77,online,kankoku,1,4,N3
1,7.545,abx,l2_17,a,l2,78,online,kaMI,2,2,N3
1,6.354,abx,l2_17,s,l2,79,online,kaki,1,2,N3
1,7.71,abx,l2_17,v,l2,80,online,tousho,1,3,N3
1,7.269,abx,l2_17,v,l2,81,online,tosho,1,2,N3
0,7.284,abx,l2_17,a,l2,82,online,KAmi,1,2,N3
1,7.986,abx,l2_17,v,l2,83,online,seto,1,2,N3
1,6.688,abx,l2_17,s,l2,84,online,karasu,1,3,N3
1,8.51,abx,l2_17,v,l2,85,online,katou,2,3,N3
1,23.456,abx,l2_17,a,l2,86,online,HAshi,2,2,N3
1,7.074,abx,l2_17,v,l2,87,online,rika,2,2,N3
1,6.701,abx,l2_17,v,l2,88,online,rubii,2,3,N3
1,75.955,abx,l2_17,a,l2,89,online,Ishi,1,2,N3
1,7.27,abx,l2_17,v,l2,90,online,kado,1,2,N3
1,6.797,abx,l2_17,s,l2,91,online,kangoku,1,4,N3
1,6.641,abx,l2_17,s,l2,92,online,kakkou,1,4,N3
0,8.649,abx,l2_17,v,l2,93,online,rikaa,2,3,N3
1,6.815,abx,l2_17,s,l2,94,online,kankoku,1,4,N3
1,7.295,abx,l2_17,v,l2,95,online,sayuu,2,3,N3
1,6.798,abx,l2_17,a,l2,96,online,iSHI,2,2,N3
1,6.769,abx,l2_17,v,l2,97,online,isei,2,3,N3
1,6.591,abx,l2_17,a,l2,98,online,Ishi,1,2,N3
1,6.901,abx,l2_17,a,l2,99,online,SAke,1,2,N3
1,7.533,abx,l2_17,a,l2,100,online,Ame,2,2,N3
0,7.127,abx,l2_17,s,l2,101,online,kantan,1,4,N3
1,6.992,abx,l2_17,a,l2,102,online,KAeru,1,3,N3
1,6.601,abx,l2_17,v,l2,103,online,tousho,1,3,N3
1,13.973,abx,l2_17,s,l2,104,online,kaikoku,1,4,N3
1,6.812,abx,l2_17,a,l2,105,online,Ichi,1,2,N3
1,7.648,abx,l2_17,v,l2,106,online,isei,2,3,N3
1,6.634,abx,l2_17,a,l2,107,online,Oku,1,2,N3
1,6.401,abx,l2_17,v,l2,108,online,sayu,2,2,N3
1,6.838,abx,l2_17,v,l2,109,online,biru,1,2,N3
1,7.098,abx,l2_17,v,l2,110,online,tosho,1,3,N3
1,6.792,abx,l2_17,s,l2,111,online,gakkou,1,4,N3
1,8.087,abx,l2_17,s,l2,112,online,karasu,1,3,N3
1,7.031,abx,l2_17,a,l2,113,online,niHON,2,3,N3
1,11.092,abx,l2_17,v,l2,114,online,kaado,1,3,N3
1,7.164,abx,l2_17,s,l2,115,online,kaado,1,3,N3
0,6.983,abx,l2_17,s,l2,116,online,kinkou,1,4,N3
1,6.809,abx,l2_17,s,l2,117,online,kangoku,1,4,N3
1,28.957,abx,l2_17,a,l2,118,online,haSHI,2,2,N3
1,8.637,abx,l2_17,v,l2,119,online,katou,2,3,N3
1,7.779,abx,l2_17,v,l2,120,online,kado,1,2,N3
1,8.899,abx,l2_18,s,l2,1,online,gaki,1,2,N1
1,6.276,abx,l2_18,a,l2,2,online,oKU,2,2,N1
1,6.259,abx,l2_18,v,l2,3,online,rubi,2,2,N1
1,6.844,abx,l2_18,s,l2,4,online,kenkou,1,3,N1
1,6.43,abx,l2_18,v,l2,5,online,kato,1,2,N1
1,6.837,abx,l2_18,a,l2,6,online,kaERU,2,3,N1
1,7.959,abx,l2_18,v,l2,7,online,rubi,2,2,N1
0,32.786,abx,l2_18,s,l2,8,online,kakkou,1,4,N1
1,7.24,abx,l2_18,s,l2,9,online,gaki,1,2,N1
1,11.916,abx,l2_18,s,l2,10,online,garasu,1,3,N1
1,33.947,abx,l2_18,v,l2,11,online,seito,1,3,N1
1,9.248,abx,l2_18,v,l2,12,online,biru,1,2,N1
1,6.971,abx,l2_18,a,l2,13,online,iSHI,2,2,N1
1,8.361,abx,l2_18,v,l2,14,online,sayu,2,2,N1
1,6.508,abx,l2_18,a,l2,15,online,HAshi,1,2,N1
1,6.632,abx,l2_18,a,l2,16,online,kaMI,2,2,N1
1,7.223,abx,l2_18,a,l2,17,online,iCHI,2,2,N1
1,6.335,abx,l2_18,v,l2,18,online,rikaa,2,3,N1
1,6.492,abx,l2_18,a,l2,19,online,KAmi,2,2,N1
1,6.527,abx,l2_18,v,l2,20,online,kaado,1,3,N1
1,6.714,abx,l2_18,a,l2,21,online,aME,2,2,N1
1,6.842,abx,l2_18,s,l2,22,online,gantan,1,4,N1
1,6.749,abx,l2_18,a,l2,23,online,saKE,2,2,N1
1,6.226,abx,l2_18,a,l2,24,online,haSHI,2,2,N1
1,6.665,abx,l2_18,s,l2,25,online,ginkou,1,4,N1
1,6.687,abx,l2_18,a,l2,26,online,iCHI,2,2,N1
1,5.792,abx,l2_18,a,l2,27,online,aME,2,2,N1
1,6.089,abx,l2_18,a,l2,28,online,saKE,2,2,N1
1,7.428,abx,l2_18,s,l2,29,online,kamu,1,2,N1
1,8.781,abx,l2_18,s,l2,30,online,kaado,1,3,N1
1,6.343,abx,l2_18,s,l2,31,online,gaado,1,3,N1
1,6.801,abx,l2_18,v,l2,32,online,yuuri,1,3,N1
1,6.593,abx,l2_18,v,l2,33,online,yuri,1,2,N1
1,6.938,abx,l2_18,a,l2,34,online,kuRASU,2,3,N1
1,7.811,abx,l2_18,s,l2,35,online,kenkou,1,3,N1
1,23.337,abx,l2_18,v,l2,36,online,biiru,1,3,N1
1,6.457,abx,l2_18,a,l2,37,online,kaERU,2,3,N1
1,7.401,abx,l2_18,s,l2,38,online,kaikoku,1,4,N1
1,9.044,abx,l2_18,v,l2,39,online,rika,2,2,N1
1,6.1,abx,l2_18,s,l2,40,online,genkou,1,4,N1
1,7.643,abx,l2_18,s,l2,41,online,kaki,1,2,N1
0,19.823,abx,l2_18,s,l2,42,online,gaado,1,3,N1
1,6.942,abx,l2_18,a,l2,43,online,Oku,1,2,N1
1,6.118,abx,l2_18,s,l2,44,online,garasu,1,3,N1
1,7.7,abx,l2_18,s,l2,45,online,gaikoku,1,4,N1
1,14.39,abx,l2_18,s,l2,46,online,gaikoku,1,4,N1
1,6.555,abx,l2_18,s,l2,47,online,ginkou,1,4,N1
1,7.452,abx,l2_18,v,l2,48,online,biiru,1,3,N1
1,7.111,abx,l2_18,v,l2,49,online,seito,1,3,N1
1,6.931,abx,l2_18,a,l2,50,online,KUrasu,1,3,N1
1,6.269,abx,l2_18,s,l2,51,online,gamu,1,2,N1
1,6.683,abx,l2_18,v,l2,52,online,yuuri,1,3,N1
1,6.533,abx,l2_18,a,l2,53,online,Ame,1,2,N1
0,7.49,abx,l2_18,v,l2,54,online,yuri,1,2,N1
1,12.22,abx,l2_18,s,l2,55,online,kinkou,1,4,N1
1,6.313,abx,l2_18,a,l2,56,online,niHON,2,3,N1
1,6.374,abx,l2_18,a,l2,57,online,SAke,1,2,N1
1,8.709,abx,l2_18,s,l2,58,online,gantan,1,4,N1
1,6.851,abx,l2_18,a,l2,59,online,oKU,2,2,N1
1,6.401,abx,l2_18,a,l2,60,online,NIhon,1,3,N1
1,7.579,abx,l2_18,v,l2,61,online,sayuu,1,3,N1
1,27.768,abx,l2_18,a,l2,62,online,Ichi,1,2,N1
1,20.884,abx,l2_18,v,l2,63,online,ise,2,2,N1
1,8.079,abx,l2_18,s,l2,64,online,gakkou,1,4,N1
1,33.318,abx,l2_18,s,l2,65,online,gamu,1,2,N1
1,7.541,abx,l2_18,v,l2,66,online,seto,1,2,N1
1,12.455,abx,l2_18,v,l2,67,online,rubii,2,3,N1
1,20.086,abx,l2_18,a,l2,68,online,KAeru,1,3,N1
1,6.626,abx,l2_18,s,l2,69,online,kantan,1,4,N1
1,6.892,abx,l2_18,v,l2,70,online,kato,2,2,N1
1,6.229,abx,l2_18,s,l2,71,online,kamu,1,2,N1
1,6.257,abx,l2_18,a,l2,72,online,kuRASU,2,3,N1
1,6.867,abx,l2_18,s,l2,73,online,genkou,1,4,N1
1,7.369,abx,l2_18,a,l2,74,online,KUrasu,1,3,N1
1,7.214,abx,l2_18,v,l2,75,online,ise,2,2,N1
1,7.343,abx,l2_18,a,l2,76,online,NIhon,1,3,N1
1,6.653,abx,l2_18,s,l2,77,online,kankoku,1,4,N1
1,6.166,abx,l2_18,a,l2,78,online,kaMI,2,2,N1
1,6.356,abx,l2_18,s,l2,79,online,kaki,1,2,N1
1,6.62,abx,l2_18,v,l2,80,online,tousho,1,3,N1
1,7.423,abx,l2_18,v,l2,81,online,tosho,1,2,N1
1,6.972,abx,l2_18,a,l2,82,online,KAmi,1,2,N1
1,6.416,abx,l2_18,v,l2,83,online,seto,1,2,N1
1,6.972,abx,l2_18,s,l2,84,online,karasu,1,3,N1
1,7.899,abx,l2_18,v,l2,85,online,katou,2,3,N1
1,6.666,abx,l2_18,a,l2,86,online,HAshi,2,2,N1
1,6.834,abx,l2_18,v,l2,87,online,rika,2,2,N1
1,11.912,abx,l2_18,v,l2,88,online,rubii,2,3,N1
1,14.76,abx,l2_18,a,l2,89,online,Ishi,1,2,N1
1,8.777,abx,l2_18,v,l2,90,online,kado,1,2,N1
1,6.3,abx,l2_18,s,l2,91,online,kangoku,1,4,N1
1,20.336,abx,l2_18,s,l2,92,online,kakkou,1,4,N1
1,5.947,abx,l2_18,v,l2,93,online,rikaa,2,3,N1
1,6.286,abx,l2_18,s,l2,94,online,kankoku,1,4,N1
1,7.354,abx,l2_18,v,l2,95,online,sayuu,2,3,N1
1,6.356,abx,l2_18,a,l2,96,online,iSHI,2,2,N1
1,6.401,abx,l2_18,v,l2,97,online,isei,2,3,N1
1,6.495,abx,l2_18,a,l2,98,online,Ishi,1,2,N1
1,12.651,abx,l2_18,a,l2,99,online,SAke,1,2,N1
1,6.534,abx,l2_18,a,l2,100,online,Ame,2,2,N1
1,7.267,abx,l2_18,s,l2,101,online,kantan,1,4,N1
1,7.014,abx,l2_18,a,l2,102,online,KAeru,1,3,N1
1,6.53,abx,l2_18,v,l2,103,online,tousho,1,3,N1
1,6.281,abx,l2_18,s,l2,104,online,kaikoku,1,4,N1
1,6.486,abx,l2_18,a,l2,105,online,Ichi,1,2,N1
1,7.121,abx,l2_18,v,l2,106,online,isei,2,3,N1
1,6.417,abx,l2_18,a,l2,107,online,Oku,1,2,N1
1,7.383,abx,l2_18,v,l2,108,online,sayu,2,2,N1
1,6.372,abx,l2_18,v,l2,109,online,biru,1,2,N1
1,6.392,abx,l2_18,v,l2,110,online,tosho,1,3,N1
1,7.046,abx,l2_18,s,l2,111,online,gakkou,1,4,N1
1,8.468,abx,l2_18,s,l2,112,online,karasu,1,3,N1
1,11.437,abx,l2_18,a,l2,113,online,niHON,2,3,N1
1,9.622,abx,l2_18,v,l2,114,online,kaado,1,3,N1
1,6.523,abx,l2_18,s,l2,115,online,kaado,1,3,N1
1,6.624,abx,l2_18,s,l2,116,online,kinkou,1,4,N1
1,6.333,abx,l2_18,s,l2,117,online,kangoku,1,4,N1
1,7.73,abx,l2_18,a,l2,118,online,haSHI,2,2,N1
1,6.465,abx,l2_18,v,l2,119,online,katou,2,3,N1
1,9.4,abx,l2_18,v,l2,120,online,kado,1,2,N1
1,8.357,abx,l2_19,s,l2,1,online,gaki,1,2,NO
1,6.371,abx,l2_19,a,l2,2,online,oKU,2,2,NO
1,6.558,abx,l2_19,v,l2,3,online,rubi,2,2,NO
1,6.035,abx,l2_19,s,l2,4,online,kenkou,1,3,NO
1,6.707,abx,l2_19,v,l2,5,online,kato,1,2,NO
