answer,rt,expName,participant,contrast,language,item,experimentType,word,contrast_location,moras,prof
1,1.284677982,abx,n_3,v,l1,7,presential ,rubi,2,2,NS
1,1.552474976,abx,n_3,s,l1,8,presential ,kakkou,1,4,NS
1,2.035685062,abx,n_3,s,l1,9,presential ,gaki,1,2,NS
1,2.185709953,abx,n_3,s,l1,10,presential ,garasu,1,3,NS
1,1.435894012,abx,n_3,v,l1,11,presential ,seito,1,3,NS
1,2.235719204,abx,n_3,v,l1,12,presential ,biru,1,2,NS
1,3.170315981,abx,n_3,a,l1,13,presential ,iSHI,2,2,NS
1,3.336264133,abx,n_3,v,l1,14,presential ,sayu,2,2,NS
1,2.152426004,abx,n_3,a,l1,15,presential ,HAshi,1,2,NS
1,1.269035816,abx,n_3,a,l1,16,presential ,kaMI,2,2,NS
1,1.46847105,abx,n_3,a,l1,17,presential ,iCHI,2,2,NS
1,1.085257053,abx,n_3,v,l1,18,presential ,rikaa,2,3,NS
1,1.434804916,abx,n_3,a,l1,19,presential ,KAmi,2,2,NS
1,1.951257944,abx,n_3,v,l1,20,presential ,kaado,1,3,NS
1,2.619656086,abx,n_3,a,l1,21,presential ,aME,2,2,NS
1,1.353016138,abx,n_3,s,l1,22,presential ,gantan,1,4,NS
1,1.234620094,abx,n_3,a,l1,23,presential ,saKE,2,2,NS
1,1.034297943,abx,n_3,a,l1,24,presential ,haSHI,2,2,NS
1,2.285240889,abx,n_3,s,l1,25,presential ,ginkou,1,4,NS
1,1.535584211,abx,n_3,a,l1,26,presential ,iCHI,2,2,NS
1,1.368341923,abx,n_3,a,l1,27,presential ,aME,2,2,NS
1,1.48430419,abx,n_3,a,l1,28,presential ,saKE,2,2,NS
1,1.368268013,abx,n_3,s,l1,29,presential ,kamu,1,2,NS
1,1.401368856,abx,n_3,s,l1,30,presential ,kaado,1,3,NS
1,1.235625029,abx,n_3,s,l1,31,presential ,gaado,1,3,NS
1,1.468811989,abx,n_3,v,l1,32,presential ,yuuri,1,3,NS
1,2.117123842,abx,n_3,v,l1,33,presential ,yuri,1,2,NS
1,1.269443035,abx,n_3,a,l1,34,presential ,kuRASU,2,3,NS
1,1.285418034,abx,n_3,s,l1,35,presential ,kenkou,1,3,NS
1,1.284873009,abx,n_3,v,l1,36,presential ,biiru,1,3,NS
1,1.117874146,abx,n_3,a,l1,37,presential ,kaERU,2,3,NS
1,1.351972103,abx,n_3,s,l1,38,presential ,kaikoku,1,4,NS
1,1.268693924,abx,n_3,v,l1,39,presential ,rika,2,2,NS
1,1.269012928,abx,n_3,s,l1,40,presential ,genkou,1,4,NS
1,1.385270119,abx,n_3,s,l1,41,presential ,kaki,1,2,NS
1,1.002415895,abx,n_3,s,l1,42,presential ,gaado,1,3,NS
0,2.369085073,abx,n_3,a,l1,43,presential ,Oku,1,2,NS
1,1.418789864,abx,n_3,s,l1,44,presential ,garasu,1,3,NS
1,1.302371979,abx,n_3,s,l1,45,presential ,gaikoku,1,4,NS
1,1.352251053,abx,n_3,s,l1,46,presential ,gaikoku,1,4,NS
1,1.60270381,abx,n_3,s,l1,47,presential ,ginkou,1,4,NS
1,1.452410936,abx,n_3,v,l1,48,presential ,biiru,1,3,NS
1,1.451758862,abx,n_3,v,l1,49,presential ,seito,1,3,NS
1,2.186623096,abx,n_3,a,l1,50,presential ,KUrasu,1,3,NS
1,1.302880049,abx,n_3,s,l1,51,presential ,gamu,1,2,NS
1,1.501903057,abx,n_3,v,l1,52,presential ,yuuri,1,3,NS
1,1.386132002,abx,n_3,a,l1,53,presential ,Ame,1,2,NS
1,1.319293976,abx,n_3,v,l1,54,presential ,yuri,1,2,NS
1,1.419185877,abx,n_3,s,l1,55,presential ,kinkou,1,4,NS
1,1.201879025,abx,n_3,a,l1,56,presential ,niHON,2,3,NS
1,2.234891891,abx,n_3,a,l1,57,presential ,SAke,1,2,NS
1,1.336093903,abx,n_3,s,l1,58,presential ,gantan,1,4,NS
1,1.418689966,abx,n_3,a,l1,59,presential ,oKU,2,2,NS
1,0.950967073,abx,n_3,a,l1,60,presential ,NIhon,1,3,NS
1,1.336154938,abx,n_3,v,l1,61,presential ,sayuu,1,3,NS
1,1.284068108,abx,n_3,a,l1,62,presential ,Ichi,1,2,NS
1,1.101381779,abx,n_3,v,l1,63,presential ,ise,2,2,NS
1,1.319692135,abx,n_3,s,l1,64,presential ,gakkou,1,4,NS
1,1.001554966,abx,n_3,s,l1,65,presential ,gamu,1,2,NS
1,1.786122084,abx,n_3,v,l1,66,presential ,seto,1,2,NS
1,2.470125914,abx,n_3,v,l1,67,presential ,rubii,2,3,NS
1,1.101276875,abx,n_3,a,l1,68,presential ,KAeru,1,3,NS
1,1.450372934,abx,n_3,s,l1,69,presential ,kantan,1,4,NS
1,1.218822002,abx,n_3,v,l1,70,presential ,kato,2,2,NS
1,1.119035959,abx,n_3,s,l1,71,presential ,kamu,1,2,NS
1,1.285348177,abx,n_3,a,l1,72,presential ,kuRASU,2,3,NS
1,1.136703014,abx,n_3,s,l1,73,presential ,genkou,1,4,NS
1,1.635769129,abx,n_3,a,l1,74,presential ,KUrasu,1,3,NS
1,1.351639032,abx,n_3,v,l1,75,presential ,ise,2,2,NS
1,1.068402052,abx,n_3,a,l1,76,presential ,NIhon,1,3,NS
1,1.269658089,abx,n_3,s,l1,77,presential ,kankoku,1,4,NS
1,1.01937604,abx,n_3,a,l1,78,presential ,kaMI,2,2,NS
1,1.218925953,abx,n_3,s,l1,79,presential ,kaki,1,2,NS
1,1.069199085,abx,n_3,v,l1,80,presential ,tousho,1,3,NS
1,1.93572402,abx,n_3,v,l1,81,presential ,tosho,1,2,NS
1,1.151795149,abx,n_3,a,l1,82,presential ,KAmi,1,2,NS
1,1.051335096,abx,n_3,v,l1,83,presential ,seto,1,2,NS
1,1.183509111,abx,n_3,s,l1,84,presential ,karasu,1,3,NS
1,1.218225956,abx,n_3,v,l1,85,presential ,katou,2,3,NS
1,1.352042913,abx,n_3,a,l1,86,presential ,HAshi,2,2,NS
1,1.301672935,abx,n_3,v,l1,87,presential ,rika,2,2,NS
1,1.268772125,abx,n_3,v,l1,88,presential ,rubii,2,3,NS
0,2.36976099,abx,n_3,a,l1,89,presential ,Ishi,1,2,NS
1,1.067278147,abx,n_3,v,l1,90,presential ,kado,1,2,NS
1,1.419139147,abx,n_3,s,l1,91,presential ,kangoku,1,4,NS
1,1.535214901,abx,n_3,s,l1,92,presential ,kakkou,1,4,NS
1,3.203665972,abx,n_3,v,l1,93,presential ,rikaa,2,3,NS
1,1.368520975,abx,n_3,s,l1,94,presential ,kankoku,1,4,NS
1,1.285202026,abx,n_3,v,l1,95,presential ,sayuu,2,3,NS
1,1.068310022,abx,n_3,a,l1,96,presential ,iSHI,2,2,NS
1,1.301817179,abx,n_3,v,l1,97,presential ,isei,2,3,NS
1,1.168195009,abx,n_3,a,l1,98,presential ,Ishi,1,2,NS
1,1.252995968,abx,n_3,a,l1,99,presential ,SAke,1,2,NS
1,2.336747169,abx,n_3,a,l1,100,presential ,Ame,2,2,NS
1,1.319493055,abx,n_3,s,l1,101,presential ,kantan,1,4,NS
1,1.419290066,abx,n_3,a,l1,102,presential ,KAeru,1,3,NS
1,1.350901842,abx,n_3,v,l1,103,presential ,tousho,1,3,NS
1,1.235190868,abx,n_3,s,l1,104,presential ,kaikoku,1,4,NS
1,0.968353033,abx,n_3,a,l1,105,presential ,Ichi,1,2,NS
1,1.118314028,abx,n_3,v,l1,106,presential ,isei,2,3,NS
1,1.302881956,abx,n_3,a,l1,107,presential ,Oku,1,2,NS
1,1.367301226,abx,n_3,v,l1,108,presential ,sayu,2,2,NS
1,1.234935045,abx,n_3,v,l1,109,presential ,biru,1,2,NS
1,1.001586914,abx,n_3,v,l1,110,presential ,tosho,1,3,NS
1,1.001657963,abx,n_3,s,l1,111,presential ,gakkou,1,4,NS
1,1.035027981,abx,n_3,s,l1,112,presential ,karasu,1,3,NS
1,1.202657938,abx,n_3,a,l1,113,presential ,niHON,2,3,NS
1,1.184718132,abx,n_3,v,l1,114,presential ,kaado,1,3,NS
1,1.052463055,abx,n_3,s,l1,115,presential ,kaado,1,3,NS
1,1.202522993,abx,n_3,s,l1,116,presential ,kinkou,1,4,NS
1,1.151777983,abx,n_3,s,l1,117,presential ,kangoku,1,4,NS
1,0.968884945,abx,n_3,a,l1,118,presential ,haSHI,2,2,NS
1,1.168282986,abx,n_3,v,l1,119,presential ,katou,2,3,NS
1,1.052773952,abx,n_3,v,l1,120,presential ,kado,1,2,NS
1,0.501293182,abx,n_4,s,l1,1,presential ,gaki,1,2,NS
1,0.45025301,abx,n_4,a,l1,2,presential ,oKU,2,2,NS
1,0.833869934,abx,n_4,v,l1,3,presential ,rubi,2,2,NS
1,0.58436203,abx,n_4,s,l1,4,presential ,kenkou,1,3,NS
1,0.901992083,abx,n_4,v,l1,5,presential ,kato,1,2,NS
1,0.551360846,abx,n_4,a,l1,6,presential ,kaERU,2,3,NS
1,0.735085011,abx,n_4,v,l1,7,presential ,rubi,2,2,NS
1,0.851604939,abx,n_4,s,l1,8,presential ,kakkou,1,4,NS
1,0.668236971,abx,n_4,s,l1,9,presential ,gaki,1,2,NS
1,0.485328197,abx,n_4,s,l1,10,presential ,garasu,1,3,NS
1,0.968305826,abx,n_4,v,l1,11,presential ,seito,1,3,NS
1,0.619240999,abx,n_4,v,l1,12,presential ,biru,1,2,NS
1,1.201409817,abx,n_4,a,l1,13,presential ,iSHI,2,2,NS
1,1.334225178,abx,n_4,v,l1,14,presential ,sayu,2,2,NS
1,0.885481119,abx,n_4,a,l1,15,presential ,HAshi,1,2,NS
1,1.118517876,abx,n_4,a,l1,16,presential ,kaMI,2,2,NS
1,0.518007994,abx,n_4,a,l1,17,presential ,iCHI,2,2,NS
1,0.735203981,abx,n_4,v,l1,18,presential ,rikaa,2,3,NS
1,0.418936968,abx,n_4,a,l1,19,presential ,KAmi,2,2,NS
1,0.585986853,abx,n_4,v,l1,20,presential ,kaado,1,3,NS
1,0.935401917,abx,n_4,a,l1,21,presential ,aME,2,2,NS
1,1.836052895,abx,n_4,s,l1,22,presential ,gantan,1,4,NS
1,0.75142312,abx,n_4,a,l1,23,presential ,saKE,2,2,NS
1,0.784671068,abx,n_4,a,l1,24,presential ,haSHI,2,2,NS
1,0.718440056,abx,n_4,s,l1,25,presential ,ginkou,1,4,NS
1,0.534741879,abx,n_4,a,l1,26,presential ,iCHI,2,2,NS
1,0.485666037,abx,n_4,a,l1,27,presential ,aME,2,2,NS
1,0.734724045,abx,n_4,a,l1,28,presential ,saKE,2,2,NS
1,1.069401026,abx,n_4,s,l1,29,presential ,kamu,1,2,NS
1,1.251900911,abx,n_4,s,l1,30,presential ,kaado,1,3,NS
1,0.800958872,abx,n_4,s,l1,31,presential ,gaado,1,3,NS
1,1.052228928,abx,n_4,v,l1,32,presential ,yuuri,1,3,NS
1,1.269536972,abx,n_4,v,l1,33,presential ,yuri,1,2,NS
1,0.851343155,abx,n_4,a,l1,34,presential ,kuRASU,2,3,NS
1,1.751415014,abx,n_4,s,l1,35,presential ,kenkou,1,3,NS
1,0.767857075,abx,n_4,v,l1,36,presential ,biiru,1,3,NS
1,0.583832979,abx,n_4,a,l1,37,presential ,kaERU,2,3,NS
1,0.867801905,abx,n_4,s,l1,38,presential ,kaikoku,1,4,NS
1,1.619168997,abx,n_4,v,l1,39,presential ,rika,2,2,NS
1,0.751305103,abx,n_4,s,l1,40,presential ,genkou,1,4,NS
1,0.651129007,abx,n_4,s,l1,41,presential ,kaki,1,2,NS
1,0.784224987,abx,n_4,s,l1,42,presential ,gaado,1,3,NS
1,0.784970045,abx,n_4,a,l1,43,presential ,Oku,1,2,NS
1,2.434895992,abx,n_4,s,l1,44,presential ,garasu,1,3,NS
1,0.850911856,abx,n_4,s,l1,45,presential ,gaikoku,1,4,NS
1,0.718569994,abx,n_4,s,l1,46,presential ,gaikoku,1,4,NS
1,2.085567951,abx,n_4,s,l1,47,presential ,ginkou,1,4,NS
1,0.886007071,abx,n_4,v,l1,48,presential ,biiru,1,3,NS
1,1.451350927,abx,n_4,v,l1,49,presential ,seito,1,3,NS
1,1.167834997,abx,n_4,a,l1,50,presential ,KUrasu,1,3,NS
1,0.717993975,abx,n_4,s,l1,51,presential ,gamu,1,2,NS
1,0.800374031,abx,n_4,v,l1,52,presential ,yuuri,1,3,NS
1,0.733948946,abx,n_4,a,l1,53,presential ,Ame,1,2,NS
1,0.785087824,abx,n_4,v,l1,54,presential ,yuri,1,2,NS
1,1.067831039,abx,n_4,s,l1,55,presential ,kinkou,1,4,NS
1,0.535251856,abx,n_4,a,l1,56,presential ,niHON,2,3,NS
1,1.185503006,abx,n_4,a,l1,57,presential ,SAke,1,2,NS
1,1.319331169,abx,n_4,s,l1,58,presential ,gantan,1,4,NS
1,1.718810081,abx,n_4,a,l1,59,presential ,oKU,2,2,NS
1,1.468521833,abx,n_4,a,l1,60,presential ,NIhon,1,3,NS
1,1.102160931,abx,n_4,v,l1,61,presential ,sayuu,1,3,NS
1,1.85262394,abx,n_4,a,l1,62,presential ,Ichi,1,2,NS
1,0.585816145,abx,n_4,v,l1,63,presential ,ise,2,2,NS
1,1.18492198,abx,n_4,s,l1,64,presential ,gakkou,1,4,NS
1,0.535887957,abx,n_4,s,l1,65,presential ,gamu,1,2,NS
1,1.269290924,abx,n_4,v,l1,66,presential ,seto,1,2,NS
1,0.600359201,abx,n_4,v,l1,67,presential ,rubii,2,3,NS
1,1.851297855,abx,n_4,a,l1,68,presential ,KAeru,1,3,NS
1,0.951482058,abx,n_4,s,l1,69,presential ,kantan,1,4,NS
1,1.618663073,abx,n_4,v,l1,70,presential ,kato,2,2,NS
1,0.634731054,abx,n_4,s,l1,71,presential ,kamu,1,2,NS
1,0.868196964,abx,n_4,a,l1,72,presential ,kuRASU,2,3,NS
1,1.101553917,abx,n_4,s,l1,73,presential ,genkou,1,4,NS
1,1.002264023,abx,n_4,a,l1,74,presential ,KUrasu,1,3,NS
1,0.968336105,abx,n_4,v,l1,75,presential ,ise,2,2,NS
1,0.600963116,abx,n_4,a,l1,76,presential ,NIhon,1,3,NS
1,0.868505955,abx,n_4,s,l1,77,presential ,kankoku,1,4,NS
1,0.519230127,abx,n_4,a,l1,78,presential ,kaMI,2,2,NS
1,0.668934107,abx,n_4,s,l1,79,presential ,kaki,1,2,NS
1,0.617074013,abx,n_4,v,l1,80,presential ,tousho,1,3,NS
1,1.035545826,abx,n_4,v,l1,81,presential ,tosho,1,2,NS
1,1.152117968,abx,n_4,a,l1,82,presential ,KAmi,1,2,NS
1,0.868584156,abx,n_4,v,l1,83,presential ,seto,1,2,NS
1,1.085211039,abx,n_4,s,l1,84,presential ,karasu,1,3,NS
1,1.26814723,abx,n_4,v,l1,85,presential ,katou,2,3,NS
1,0.618720055,abx,n_4,a,l1,86,presential ,HAshi,2,2,NS
1,2.218107939,abx,n_4,v,l1,87,presential ,rika,2,2,NS
1,2.535917997,abx,n_4,v,l1,88,presential ,rubii,2,3,NS
1,0.884264946,abx,n_4,a,l1,89,presential ,Ishi,1,2,NS
1,0.584506989,abx,n_4,v,l1,90,presential ,kado,1,2,NS
1,1.101255894,abx,n_4,s,l1,91,presential ,kangoku,1,4,NS
1,1.118201017,abx,n_4,s,l1,92,presential ,kakkou,1,4,NS
1,0.918164968,abx,n_4,v,l1,93,presential ,rikaa,2,3,NS
1,1.501852036,abx,n_4,s,l1,94,presential ,kankoku,1,4,NS
1,1.067893982,abx,n_4,v,l1,95,presential ,sayuu,2,3,NS
1,0.885248184,abx,n_4,a,l1,96,presential ,iSHI,2,2,NS
1,0.90152812,abx,n_4,v,l1,97,presential ,isei,2,3,NS
1,1.068266153,abx,n_4,a,l1,98,presential ,Ishi,1,2,NS
1,0.58526206,abx,n_4,a,l1,99,presential ,SAke,1,2,NS
1,0.919246912,abx,n_4,a,l1,100,presential ,Ame,2,2,NS
1,1.383661985,abx,n_4,s,l1,101,presential ,kantan,1,4,NS
0,2.43531394,abx,n_4,a,l1,102,presential ,KAeru,1,3,NS
1,0.786027908,abx,n_4,v,l1,103,presential ,tousho,1,3,NS
1,0.618049145,abx,n_4,s,l1,104,presential ,kaikoku,1,4,NS
1,0.752328873,abx,n_4,a,l1,105,presential ,Ichi,1,2,NS
1,0.851827145,abx,n_4,v,l1,106,presential ,isei,2,3,NS
1,2.019242048,abx,n_4,a,l1,107,presential ,Oku,1,2,NS
1,2.269634962,abx,n_4,v,l1,108,presential ,sayu,2,2,NS
1,0.98475194,abx,n_4,v,l1,109,presential ,biru,1,2,NS
1,0.851032972,abx,n_4,v,l1,110,presential ,tosho,1,3,NS
1,0.634398937,abx,n_4,s,l1,111,presential ,gakkou,1,4,NS
1,1.78606391,abx,n_4,s,l1,112,presential ,karasu,1,3,NS
1,0.783992052,abx,n_4,a,l1,113,presential ,niHON,2,3,NS
1,0.568095922,abx,n_4,v,l1,114,presential ,kaado,1,3,NS
1,1.2681849,abx,n_4,s,l1,115,presential ,kaado,1,3,NS
1,1.452087879,abx,n_4,s,l1,116,presential ,kinkou,1,4,NS
1,0.73415184,abx,n_4,s,l1,117,presential ,kangoku,1,4,NS
1,0.584994078,abx,n_4,a,l1,118,presential ,haSHI,2,2,NS
1,0.886020899,abx,n_4,v,l1,119,presential ,katou,2,3,NS
1,0.767045021,abx,n_4,v,l1,120,presential ,kado,1,2,NS
1,1.135749102,abx,n_5,s,l1,1,presential ,gaki,1,2,NS
1,1.269408941,abx,n_5,a,l1,2,presential ,oKU,2,2,NS
1,1.584935904,abx,n_5,v,l1,3,presential ,rubi,2,2,NS
1,1.06764698,abx,n_5,s,l1,4,presential ,kenkou,1,3,NS
1,1.269540071,abx,n_5,v,l1,5,presential ,kato,1,2,NS
1,1.03538084,abx,n_5,a,l1,6,presential ,kaERU,2,3,NS
1,1.068478107,abx,n_5,v,l1,7,presential ,rubi,2,2,NS
1,1.018214941,abx,n_5,s,l1,8,presential ,kakkou,1,4,NS
1,1.035892963,abx,n_5,s,l1,9,presential ,gaki,1,2,NS
1,0.935713053,abx,n_5,s,l1,10,presential ,garasu,1,3,NS
1,1.168493032,abx,n_5,v,l1,11,presential ,seito,1,3,NS
1,1.169234991,abx,n_5,v,l1,12,presential ,biru,1,2,NS
1,0.918221951,abx,n_5,a,l1,13,presential ,iSHI,2,2,NS
1,1.067050934,abx,n_5,v,l1,14,presential ,sayu,2,2,NS
1,1.084948063,abx,n_5,a,l1,15,presential ,HAshi,1,2,NS
1,0.852288008,abx,n_5,a,l1,16,presential ,kaMI,2,2,NS
0,1.018172979,abx,n_5,a,l1,17,presential ,iCHI,2,2,NS
1,1.33544302,abx,n_5,v,l1,18,presential ,rikaa,2,3,NS
1,1.218400955,abx,n_5,a,l1,19,presential ,KAmi,2,2,NS
1,1.219301939,abx,n_5,v,l1,20,presential ,kaado,1,3,NS
1,1.102082968,abx,n_5,a,l1,21,presential ,aME,2,2,NS
1,1.186314821,abx,n_5,s,l1,22,presential ,gantan,1,4,NS
1,1.118152142,abx,n_5,a,l1,23,presential ,saKE,2,2,NS
1,0.968174934,abx,n_5,a,l1,24,presential ,haSHI,2,2,NS
1,0.969043016,abx,n_5,s,l1,25,presential ,ginkou,1,4,NS
1,0.851564884,abx,n_5,a,l1,26,presential ,iCHI,2,2,NS
1,0.785640955,abx,n_5,a,l1,27,presential ,aME,2,2,NS
1,1.001125813,abx,n_5,a,l1,28,presential ,saKE,2,2,NS
1,1.085837841,abx,n_5,s,l1,29,presential ,kamu,1,2,NS
1,1.335279942,abx,n_5,s,l1,30,presential ,kaado,1,3,NS
1,1.685992002,abx,n_5,s,l1,31,presential ,gaado,1,3,NS
1,1.118025064,abx,n_5,v,l1,32,presential ,yuuri,1,3,NS
1,1.501361132,abx,n_5,v,l1,33,presential ,yuri,1,2,NS
1,1.38547802,abx,n_5,a,l1,34,presential ,kuRASU,2,3,NS
1,1.21872282,abx,n_5,s,l1,35,presential ,kenkou,1,3,NS
1,1.151180029,abx,n_5,v,l1,36,presential ,biiru,1,3,NS
1,1.135501862,abx,n_5,a,l1,37,presential ,kaERU,2,3,NS
1,1.100514889,abx,n_5,s,l1,38,presential ,kaikoku,1,4,NS
1,1.268188,abx,n_5,v,l1,39,presential ,rika,2,2,NS
1,1.267558813,abx,n_5,s,l1,40,presential ,genkou,1,4,NS
1,1.101004124,abx,n_5,s,l1,41,presential ,kaki,1,2,NS
1,0.984733105,abx,n_5,s,l1,42,presential ,gaado,1,3,NS
1,1.55155015,abx,n_5,a,l1,43,presential ,Oku,1,2,NS
1,1.50185585,abx,n_5,s,l1,44,presential ,garasu,1,3,NS
1,0.984374046,abx,n_5,s,l1,45,presential ,gaikoku,1,4,NS
1,1.767938852,abx,n_5,s,l1,46,presential ,gaikoku,1,4,NS
1,1.101047039,abx,n_5,s,l1,47,presential ,ginkou,1,4,NS
1,0.950873852,abx,n_5,v,l1,48,presential ,biiru,1,3,NS
1,1.101188898,abx,n_5,v,l1,49,presential ,seito,1,3,NS
1,0.735207081,abx,n_5,a,l1,50,presential ,KUrasu,1,3,NS
1,0.918690205,abx,n_5,s,l1,51,presential ,gamu,1,2,NS
1,1.119731903,abx,n_5,v,l1,52,presential ,yuuri,1,3,NS
1,0.884985924,abx,n_5,a,l1,53,presential ,Ame,1,2,NS
1,0.834098101,abx,n_5,v,l1,54,presential ,yuri,1,2,NS
1,1.035501957,abx,n_5,s,l1,55,presential ,kinkou,1,4,NS
1,0.818124056,abx,n_5,a,l1,56,presential ,niHON,2,3,NS
1,0.86811018,abx,n_5,a,l1,57,presential ,SAke,1,2,NS
1,0.818313837,abx,n_5,s,l1,58,presential ,gantan,1,4,NS
1,0.884059906,abx,n_5,a,l1,59,presential ,oKU,2,2,NS
1,0.768939018,abx,n_5,a,l1,60,presential ,NIhon,1,3,NS
1,1.069096804,abx,n_5,v,l1,61,presential ,sayuu,1,3,NS
1,1.735810041,abx,n_5,a,l1,62,presential ,Ichi,1,2,NS
1,1.019471169,abx,n_5,v,l1,63,presential ,ise,2,2,NS
1,0.784803152,abx,n_5,s,l1,64,presential ,gakkou,1,4,NS
1,0.985472918,abx,n_5,s,l1,65,presential ,gamu,1,2,NS
1,1.403041124,abx,n_5,v,l1,66,presential ,seto,1,2,NS
1,0.735350847,abx,n_5,v,l1,67,presential ,rubii,2,3,NS
1,0.733475924,abx,n_5,a,l1,68,presential ,KAeru,1,3,NS
1,0.984532118,abx,n_5,s,l1,69,presential ,kantan,1,4,NS
1,1.0351789,abx,n_5,v,l1,70,presential ,kato,2,2,NS
1,0.750542879,abx,n_5,s,l1,71,presential ,kamu,1,2,NS
1,0.817816019,abx,n_5,a,l1,72,presential ,kuRASU,2,3,NS
1,1.085567951,abx,n_5,s,l1,73,presential ,genkou,1,4,NS
1,0.918037176,abx,n_5,a,l1,74,presential ,KUrasu,1,3,NS
1,0.850725889,abx,n_5,v,l1,75,presential ,ise,2,2,NS
1,0.90098691,abx,n_5,a,l1,76,presential ,NIhon,1,3,NS
1,0.950845003,abx,n_5,s,l1,77,presential ,kankoku,1,4,NS
1,0.884637833,abx,n_5,a,l1,78,presential ,kaMI,2,2,NS
1,0.769375086,abx,n_5,s,l1,79,presential ,kaki,1,2,NS
1,0.802425146,abx,n_5,v,l1,80,presential ,tousho,1,3,NS
1,1.268823147,abx,n_5,v,l1,81,presential ,tosho,1,2,NS
1,0.818498135,abx,n_5,a,l1,82,presential ,KAmi,1,2,NS
1,1.402769089,abx,n_5,v,l1,83,presential ,seto,1,2,NS
1,1.13470602,abx,n_5,s,l1,84,presential ,karasu,1,3,NS
1,0.80133605,abx,n_5,v,l1,85,presential ,katou,2,3,NS
1,0.768587112,abx,n_5,a,l1,86,presential ,HAshi,2,2,NS
1,1.167309046,abx,n_5,v,l1,87,presential ,rika,2,2,NS
1,1.00137496,abx,n_5,v,l1,88,presential ,rubii,2,3,NS
1,0.968259096,abx,n_5,a,l1,89,presential ,Ishi,1,2,NS
1,1.501605034,abx,n_5,v,l1,90,presential ,kado,1,2,NS
1,0.801572084,abx,n_5,s,l1,91,presential ,kangoku,1,4,NS
1,0.935198069,abx,n_5,s,l1,92,presential ,kakkou,1,4,NS
1,1.234403849,abx,n_5,v,l1,93,presential ,rikaa,2,3,NS
1,1.268134832,abx,n_5,s,l1,94,presential ,kankoku,1,4,NS
1,0.867582083,abx,n_5,v,l1,95,presential ,sayuu,2,3,NS
1,0.651665926,abx,n_5,a,l1,96,presential ,iSHI,2,2,NS
1,0.800499916,abx,n_5,v,l1,97,presential ,isei,2,3,NS
1,0.669008017,abx,n_5,a,l1,98,presential ,Ishi,1,2,NS
1,0.750505924,abx,n_5,a,l1,99,presential ,SAke,1,2,NS
1,0.650718927,abx,n_5,a,l1,100,presential ,Ame,2,2,NS
1,0.635603189,abx,n_5,s,l1,101,presential ,kantan,1,4,NS
1,0.984247923,abx,n_5,a,l1,102,presential ,KAeru,1,3,NS
1,0.718178988,abx,n_5,v,l1,103,presential ,tousho,1,3,NS
1,0.718034983,abx,n_5,s,l1,104,presential ,kaikoku,1,4,NS
1,0.584419966,abx,n_5,a,l1,105,presential ,Ichi,1,2,NS
1,1.501055002,abx,n_5,v,l1,106,presential ,isei,2,3,NS
1,2.186561108,abx,n_5,a,l1,107,presential ,Oku,1,2,NS
1,1.235275984,abx,n_5,v,l1,108,presential ,sayu,2,2,NS
1,1.919139862,abx,n_5,v,l1,109,presential ,biru,1,2,NS
1,1.102658987,abx,n_5,v,l1,110,presential ,tosho,1,3,NS
1,1.134924889,abx,n_5,s,l1,111,presential ,gakkou,1,4,NS
1,1.000298977,abx,n_5,s,l1,112,presential ,karasu,1,3,NS
1,1.001686096,abx,n_5,a,l1,113,presential ,niHON,2,3,NS
1,0.984916925,abx,n_5,v,l1,114,presential ,kaado,1,3,NS
1,0.785182953,abx,n_5,s,l1,115,presential ,kaado,1,3,NS
1,0.76728797,abx,n_5,s,l1,116,presential ,kinkou,1,4,NS
1,1.001603842,abx,n_5,s,l1,117,presential ,kangoku,1,4,NS
1,0.717781067,abx,n_5,a,l1,118,presential ,haSHI,2,2,NS
1,1.118062973,abx,n_5,v,l1,119,presential ,katou,2,3,NS
1,1.017993927,abx,n_5,v,l1,120,presential ,kado,1,2,NS
1,0.518208027,abx,n_6,s,l1,1,presential ,gaki,1,2,NS
1,0.517848969,abx,n_6,a,l1,2,presential ,oKU,2,2,NS
1,0.918797016,abx,n_6,v,l1,3,presential ,rubi,2,2,NS
1,0.651427984,abx,n_6,s,l1,4,presential ,kenkou,1,3,NS
1,0.750667095,abx,n_6,v,l1,5,presential ,kato,1,2,NS
1,0.968218088,abx,n_6,a,l1,6,presential ,kaERU,2,3,NS
0,2.036276102,abx,n_6,v,l1,7,presential ,rubi,2,2,NS
1,0.551284075,abx,n_6,s,l1,8,presential ,kakkou,1,4,NS
1,0.618323088,abx,n_6,s,l1,9,presential ,gaki,1,2,NS
1,0.535106182,abx,n_6,s,l1,10,presential ,garasu,1,3,NS
1,0.751338959,abx,n_6,v,l1,11,presential ,seito,1,3,NS
1,0.752434015,abx,n_6,v,l1,12,presential ,biru,1,2,NS
1,0.717870951,abx,n_6,a,l1,13,presential ,iSHI,2,2,NS
1,1.069247007,abx,n_6,v,l1,14,presential ,sayu,2,2,NS
1,0.619326115,abx,n_6,a,l1,15,presential ,HAshi,1,2,NS
1,0.584602118,abx,n_6,a,l1,16,presential ,kaMI,2,2,NS
0,1.469381094,abx,n_6,a,l1,17,presential ,iCHI,2,2,NS
1,0.868746042,abx,n_6,v,l1,18,presential ,rikaa,2,3,NS
1,0.584635973,abx,n_6,a,l1,19,presential ,KAmi,2,2,NS
1,0.683376074,abx,n_6,v,l1,20,presential ,kaado,1,3,NS
